"","Id","Query__c"
"183","a1D36000003wuQdEAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"184","a1D36000005CH7TEAW","CULTIVO DE CAF<U+FFFD> MANEJO Y PRODUCCI<U+FFFD>. Fertilizaci<U+FFFD>. Importante."
"185","a1D36000005CH7UEAW","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Sitio. Suelos."
"186","a1D36000005CH7VEAW","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"187","a1D36000003yAgoEAE","ALTERNATIVAS DE BIOPREPARADOS Bioinsecticidas Infusi<U+FFFD> de Ruda y Hojas de Salvia"
"188","a1D36000003z3J2EAI","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Sitio. Suelos."
"189","a1D36000003z3J3EAI","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Manejo de suelos"
"190","a1D36000003z7S1EAI","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> FASE REPRODUCTIVA DEL CAF<U+FFFD> Generalidades."
"191","a1D36000003z8r7EAA","CULTIVO DE CAF<U+FFFD> COSECHA y POSCOSECHA Lavado Tipos de Lavado Hidrocicl<U+FFFD>"
"192","a1D36000003z8r9EAA","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Aplastado"
"193","a1D36000003z8rAEAQ","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"194","a1D36000003z8rBEAQ","Datos Importantes de la trampa"
"195","a1D36000003z8rCEAQ","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Impacto medio ambiental de la explotaci<U+FFFD>"
"196","a1D36000003z8r8EAA","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Inmaduro y/o Paloteado"
"197","a1D360000050b69EAA","ALTERNATIVAS DE BIOPREPARADOS Bioinsecticidas Infusi<U+FFFD> de Ruda y Hojas de Salvia"
"198","a1D360000050b2qEAA","ALTERNATIVAS DE BIOPREPARADOS Biofertilizantes Pur<U+FFFD> Fermentado de Ortiga"
"199","a1D360000050b68EAA","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Enraizador Bioestimulante Dinamizador para Enraizamiento"
"200","a1D360000050b3tEAA","ALTERNATIVAS DE BIOPREPARADOS Biofungicidas Decocci<U+FFFD> de Cola de Caballo"
"201","a1D36000003vpYtEAI","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Aplastado"
"202","a1D36000003vpYuEAI","FACTOR DE RENDIMIENTO Que es el Factor de Rendimiento?"
"203","a1D36000003vpYvEAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"204","a1D36000003xkHvEAI","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Caf<U+FFFD>Descafeinado"
"205","a1D36000003xkO8EAI","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Fertilizaci<U+FFFD>"
"206","a1D36000003xkO9EAI","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Definiciones y Conceptos"
"207","a1D36000003xkOAEAY","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Definiciones y Conceptos"
"208","a1D36000003xkK1EAI","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Definiciones y Conceptos"
"209","a1D36000003xkI5EAI","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Caf<U+FFFD>Descafeinado"
"210","a1D36000003xkIPEAY","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Origen del Caf<U+FFFD>Especial"
"211","a1D36000003xkIFEAY","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Caf<U+FFFD>Descafeinado"
"212","a1D36000003xNRVEA2","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Cardenillo"
"213","a1D36000003xNRWEA2","Pests Japanese Beetle"
"214","a1D36000003xNRXEA2","Pests Termite"
"215","a1D36000003xlloEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL ENFERMEDADES DEL CAF<U+FFFD>Volcamiento Control del Volcamiento Control cultural"
"216","a1D36000003xlgeEAA","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Cosecha. Tipos de recolecci<U+FFFD> de grano. Raselca II."
"217","a1D36000003xlgfEAA","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Beneficio."
"218","a1D36000003xlm8EAA","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Inmaduro y/o Paloteado"
"219","a1D36000005CorhEAC","Compostaje de Pulpa de Caf<U+FFFD> Pasos para elaborar el compostaje"
"220","a1D36000005CoriEAC","Compostaje de Pulpa de Caf<U+FFFD> Importancia de la Materia Org<U+FFFD>ica"
"221","a1D36000005CorjEAC","Compostaje de Pulpa de Caf<U+FFFD> Caracter<U+FFFD>ticas del Compostaje"
"222","a1D36000005CorkEAC","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"223","a1D36000005CorlEAC","Datos Importantes de la trampa"
"224","a1D36000005CormEAC","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"225","a1D36000005CornEAC","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Vinagre o Parcialmente Vinagre"
"226","a1D36000005CoroEAC","ALTERNATIVAS DE BIOPREPARADOS Biofertilizantes Humus L<U+FFFD>uido"
"227","a1D36000005CorpEAC","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Enraizador Bioestimulante Dinamizador para Enraizamiento"
"228","a1D36000003y7BkEAI","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Cochinilla Caracter<U+FFFD>ticas de la Cochinilla"
"229","a1D36000003y7BlEAI","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Variedades"
"230","a1D36000003y7BmEAI","CULTIVO DE CAF<U+FFFD> COSECHA y POSCOSECHA Despulpado Ventajas del Despulpado SIN AGUA"
"231","a1D36000003y7BnEAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"232","a1D36000003y7BoEAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"233","a1D36000003y7BpEAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"234","a1D36000003y7BqEAI","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Aplastado"
"235","a1D36000003y7BrEAI","FACTOR DE RENDIMIENTO Que es el Factor de Rendimiento?"
"236","a1D36000003y7BsEAI","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"237","a1D36000003y7BtEAI","Datos Importantes de la trampa"
"238","a1D36000003y76VEAQ","Datos Importantes de la trampa"
"239","a1D36000003y7eKEAQ","ALTERNATIVAS DE BIOPREPARADOS Caldo Bordeles"
"240","a1D36000003xBhBEAU","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Sellos de Caf<U+FFFD>Especial en el Mundo Caf<U+FFFD>Especial - Sostenible Caf<U+FFFD>Especial - Comercio Justo Compromisos del caficultor"
"241","a1D36000003xBhCEAU","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Sellos de Caf<U+FFFD>Especial en el Mundo Caf<U+FFFD>Especial - Sostenible Caf<U+FFFD>Especial - Comercio Justo Objetivo de caf<U+FFFD>Comercio Justo"
"242","a1D36000003xBhDEAU","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Sellos de Caf<U+FFFD>Especial en el Mundo Caf<U+FFFD>Especial - Sostenible Caf<U+FFFD>Especial - Comercio Justo Compromisos del caficultor"
"243","a1D36000003xBhEEAU","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Sellos de Caf<U+FFFD>Especial en el Mundo Caf<U+FFFD>Especial - Sostenible Caf<U+FFFD>Especial - Comercio Justo Caracter<U+FFFD>ticas del caf<U+FFFD>Comercio Justo"
"244","a1D36000003xBhFEAU","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Caf<U+FFFD>Descafeinado"
"245","a1D36000003xBhGEAU","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"246","a1D36000003xBf0EAE","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Sellos de Caf<U+FFFD>Especial en el Mundo Caf<U+FFFD>Especial - Verificaciones Caracter<U+FFFD>ticas de la Verificaci<U+FFFD> Starbucks - Cafe Practices"
"247","a1D36000003xBf1EAE","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Sellos de Caf<U+FFFD>Especial en el Mundo Caf<U+FFFD>Especial - Preparaci<U+FFFD> Regionales"
"248","a1D36000003xBf2EAE","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Sellos de Caf<U+FFFD>Especial en el Mundo Caf<U+FFFD>Especial - Preparaci<U+FFFD> Caracol"
"249","a1D36000003xBf3EAE","Best Practices Fertlization"
"250","a1D36000003y7SnEAI","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"251","a1D3600000511TLEAY","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> TAXONOM<U+FFFD> DEL CAF<U+FFFD>"
"252","a1D3600000511TMEAY","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> ORIGEN DEL CAF<U+FFFD>"
"253","a1D3600000513KyEAI","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Broca Caracter<U+FFFD>ticas de la Broca"
"254","a1D3600000513KzEAI","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Broca Control de la Broca Control cultural"
"255","a1D3600000513L0EAI","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Broca Control de la Broca Control qu<U+FFFD>ico"
"256","a1D3600000513L1EAI","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Broca Control de la Broca Control biol<U+FFFD>ico"
"257","a1D3600000513L2EAI","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"258","a1D3600000513L3EAI","Datos Importantes de la trampa"
"259","a1D3600000513L4EAI","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"260","a1D3600000514kTEAQ","Compostaje de Pulpa de Caf<U+FFFD> Caracter<U+FFFD>ticas del Compostaje"
"261","a1D36000003y7LwEAI","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"262","a1D36000003y7LxEAI","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"263","a1D36000003y7LyEAI","Descripci<U+FFFD> General y Construcci<U+FFFD>"
"264","a1D36000003y7LzEAI","Datos Importantes de la trampa"
"265","a1D36000003y7XJEAY","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"266","a1D36000003y7SEEAY","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"267","a1D36000003y7SFEAY","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"268","a1D36000003y7gGEAQ","ALTERNATIVAS DE BIOPREPARADOS Biofungicidas Caldo Bordeles"
"269","a1D36000003y7gHEAQ","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Enraizador Bioestimulante Dinamizador para Enraizamiento"
"270","a1D36000003y7X4EAI","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"271","a1D36000003y7X5EAI","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"272","a1D36000003y7gkEAA","ALTERNATIVAS DE BIOPREPARADOS Biofertilizantes Biofertilizante Liquido Enriquecido"
"273","a1D36000003y7ZKEAY","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"274","a1D36000003xNRLEA2","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Caf<U+FFFD>Descafeinado"
"275","a1D36000003xNRMEA2","Best Practices Storage"
"276","a1D36000003xNRNEA2","Best Practices Pruning"
"277","a1D36000003xNROEA2","Best Practices Fertlization"
"278","a1D36000003xoOPEAY","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - An<U+FFFD>isis del Riesgo Identificaci<U+FFFD> del riesgo"
"279","a1D36000003xpCXEAY","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Aplastado"
"280","a1D36000003xpCYEAY","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"281","a1D36000003xpCZEAY","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> FASE REPRODUCTIVA DEL CAF<U+FFFD> Generalidades."
"282","a1D36000003xuW0EAI","CULTIVO DE CAF<U+FFFD> MANEJO Y PRODUCCI<U+FFFD>. Fertilizaci<U+FFFD>. Fertilizaci<U+FFFD> Qu<U+FFFD>ica. Fertilizaci<U+FFFD> en Producci<U+FFFD>."
"283","a1D36000003xvJwEAI","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Definici<U+FFFD> de Caf<U+FFFD>Especial"
"284","a1D36000003yB7aEAE","ALTERNATIVAS DE BIOPREPARADOS Biofertilizantes Pasta Fertilizante para Tronco de Frutales (Biodin<U+FFFD>ico)"
"285","a1D36000003yB7bEAE","ALTERNATIVAS DE BIOPREPARADOS Biofertilizantes Humus L<U+FFFD>uido"
"286","a1D36000003yB7cEAE","FORMAS DE ACCI<U+FFFD> DE LOS BIOPREPARADOS"
"287","a1D36000003yB7dEAE","FORMAS DE ACCI<U+FFFD> DE LOS BIOPREPARADOS"
"288","a1D36000003yB7eEAE","FORMAS DE ACCI<U+FFFD> DE LOS BIOPREPARADOS"
"289","a1D36000003yB7fEAE","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Enraizador Bioestimulante Dinamizador para Enraizamiento"
"290","a1D36000003y8j9EAA","FORMAS DE ACCI<U+FFFD> DE LOS BIOPREPARADOS"
"291","a1D36000003y8oOEAQ","ALTERNATIVAS DE BIOPREPARADOS Biofertilizantes BIOL"
"292","a1D36000003xxuGEAQ","FACTOR DE RENDIMIENTO Que es el Factor de Rendimiento?"
"293","a1D36000003xxuHEAQ","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Ara<U+FFFD>ta Roja Control de la Ara<U+FFFD>ta Roja Control qu<U+FFFD>ico"
"294","a1D36000003xxuFEAQ","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"295","a1D36000003xxuIEAQ","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Ara<U+FFFD>ta Roja Caracter<U+FFFD>ticas de la Ara<U+FFFD>ta Roja"
"296","a1D36000003xn8yEAA","CULTIVO DE CAF<U+FFFD> MANEJO Y PRODUCCI<U+FFFD>. Renovaci<U+FFFD> de Cafetales Renovaci<U+FFFD> por Poda Renovaci<U+FFFD> por Descope"
"297","a1D36000003xn8zEAA","CULTIVO DE CAF<U+FFFD> MANEJO Y PRODUCCI<U+FFFD>. Preparaci<U+FFFD> del terreno. Siembra."
"298","a1D36000003xn90EAA","CULTIVO DE CAF<U+FFFD> MANEJO Y PRODUCCI<U+FFFD>. Preparaci<U+FFFD> del terreno. Generalidades."
"299","a1D36000003xn91EAA","CULTIVO DE CAF<U+FFFD> MANEJO Y PRODUCCI<U+FFFD>. Preparaci<U+FFFD> del terreno. Generalidades."
"300","a1D36000003y9GXEAY","ALTERNATIVAS DE BIOPREPARADOS Biofungicidas Decocci<U+FFFD> de Cola de Caballo"
"301","a1D36000006IPLiEAO","Datos Importantes de la trampa."
"302","a1D36000006IPLjEAO","Pasos para contrucci<U+FFFD>."
"303","a1D36000006IPLkEAO","Objetivo y Materiales."
"304","a1D36000003zEzhEAE","Ensilaje de Pulpa de Cafe Descripci<U+FFFD> del Proceso de Ensilaje"
"305","a1D36000003zEziEAE","Ensilaje de Pulpa de Cafe 4 - Salida de Lixiviados"
"306","a1D36000003zEzjEAE","Ensilaje de Pulpa de Cafe 3 - Llenado y Sellado del Silo"
"307","a1D36000003zEzkEAE","Ensilaje de Pulpa de Cafe 2 - Tipo de Silo"
"308","a1D36000003zEzlEAE","Ensilaje de Pulpa de Cafe 1- Caracteristicas de la Pulpa"
"309","a1D36000003zEzmEAE","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Enraizador Bioestimulante Dinamizador para Enraizamiento"
"310","a1D36000003xlmDEAQ","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Flojo"
"311","a1D36000003xlljEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL ENFERMEDADES DEL CAF<U+FFFD>Volcamiento Caracter<U+FFFD>ticas del Volcamiento"
"312","a1D36000003xllyEAA","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"313","a1D36000003xlltEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL ENFERMEDADES DEL CAF<U+FFFD>Volcamiento Control del Volcamiento Control qu<U+FFFD>ico"
"314","a1D3600000510CuEAI","Datos Importantes de la trampa"
"315","a1D36000003zNDWEA2","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Caf<U+FFFD>Org<U+FFFD>ico"
"316","a1D36000003xn2HEAQ","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"317","a1D36000003xn2IEAQ","FACTOR DE RENDIMIENTO Que es el Factor de Rendimiento?"
"318","a1D36000003xn2JEAQ","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Vinagre o Parcialmente Vinagre"
"319","a1D3600000511T1EAI","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Enraizador Bioestimulante Dinamizador para Enraizamiento"
"320","a1D36000003y7XTEAY","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"321","a1D36000003y7SOEAY","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"322","a1D36000003y7XiEAI","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"323","a1D36000003xLfJEAU","Pests Japanese Beetle"
"324","a1D36000003xLfKEAU","Pests Termite"
"325","a1D36000003xLfLEAU","FACTOR DE RENDIMIENTO Que es el Factor de Rendimiento?"
"326","a1D36000003y7XYEAY","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"327","a1D36000003y7SdEAI","ALTERNATIVAS DE BIOPREPARADOS Bioestimulante Dinamizador para Enraizamiento"
"328","a1D36000003y7YMEAY","Datos Importantes de la trampa"
"329","a1D36000003y7YNEAY","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Aplastado"
"330","a1D36000003xNYqEAM","Pests Termite"
"331","a1D36000003xNYrEAM","Disease Browning Leaves"
"332","a1D36000003xNYsEAM","Best Practices Fertlization"
"333","a1D36000003xNYtEAM","Best Practices Storage"
"334","a1D36000003xNYuEAM","Best Practices Pruning"
"335","a1D36000003xNYvEAM","Best Practices Fertlization"
"336","a1D36000003y8hNEAQ","ALTERNATIVAS DE BIOPREPARADOS Biofungicidas Caldo Bordeles"
"337","a1D36000003xnroEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Ara<U+FFFD>ta Roja Caracter<U+FFFD>ticas de la Ara<U+FFFD>ta Roja"
"338","a1D36000003xnrpEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Ara<U+FFFD>ta Roja Caracter<U+FFFD>ticas de la Ara<U+FFFD>ta Roja"
"339","a1D36000003xnrqEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Ara<U+FFFD>ta Roja Caracter<U+FFFD>ticas de la Ara<U+FFFD>ta Roja"
"340","a1D36000003xnrrEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL ENFERMEDADES DEL CAF<U+FFFD>Llagas Tipos de Llagas en Caf<U+FFFD>Llaga Macana Caracter<U+FFFD>ticas de la Llaga Macana"
"341","a1D36000003xnrsEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Babosas Caracter<U+FFFD>ticas de la Babosa"
"342","a1D36000003xnrtEAA","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Higiene e Inocuidad del caf<U+FFFD>Despu<U+FFFD> de la cosecha Por desmucilaginador"
"343","a1D36000003xnruEAA","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Higiene e Inocuidad del caf<U+FFFD>Despu<U+FFFD> de la cosecha Almacenamiento"
"344","a1D36000003xo3hEAA","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"345","a1D36000003xo8DEAQ","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Definici<U+FFFD> de Caf<U+FFFD>Especial"
"346","a1D36000003xo8EEAQ","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Variedades de caf<U+FFFD> Variedades de porte bajo. Castillo. Generalidades"
"347","a1D36000003xo8FEAQ","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Densidad. Generalidades."
"348","a1D36000003xnxAEAQ","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Uso de Energ<U+FFFD>"
"349","a1D36000003xnxBEAQ","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - An<U+FFFD>isis del Riesgo Lista de chequeo, identificaci<U+FFFD>, an<U+FFFD>isis y evaluaci<U+FFFD> de riesgos y plan de acci<U+FFFD> y seguimiento. Riesgos ergon<U+FFFD>icos (asociados a la postura del cuerpo)"
"350","a1D36000003xnxCEAQ","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - An<U+FFFD>isis del Riesgo Lista de chequeo, identificaci<U+FFFD>, an<U+FFFD>isis y evaluaci<U+FFFD> de riesgos y plan de acci<U+FFFD> y seguimiento. Riesgos de seguridad"
"351","a1D36000003xnxDEAQ","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - An<U+FFFD>isis del Riesgo Identificaci<U+FFFD> del riesgo"
"352","a1D36000003xo8XEAQ","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Flojo"
"353","a1D36000003xo8YEAQ","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Averanado o Arrugado"
"354","a1D36000003xo8ZEAQ","FACTOR DE RENDIMIENTO Tipo de Almendras Defectuosas Averanado o Arrugado"
"355","a1D36000003xo8aEAA","CULTIVO DE CAF<U+FFFD> REQUERIMIENTOS DEL CULTIVO DE CAF<U+FFFD> Beneficio."
"356","a1D36000003xo8bEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Ara<U+FFFD>ta Roja Control de la Ara<U+FFFD>ta Roja Control biol<U+FFFD>ico"
"357","a1D36000003xo8cEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Ara<U+FFFD>ta Roja Control de la Ara<U+FFFD>ta Roja Control biol<U+FFFD>ico"
"358","a1D36000003xo8dEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Ara<U+FFFD>ta Roja Control de la Ara<U+FFFD>ta Roja Control biol<U+FFFD>ico"
"359","a1D36000003xo8eEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL PLAGAS DEL CAF<U+FFFD>Ara<U+FFFD>ta Roja Caracter<U+FFFD>ticas de la Ara<U+FFFD>ta Roja"
"360","a1D36000003xo8fEAA","CULTIVO DE CAF<U+FFFD> SANIDAD DEL CAFETAL ENFERMEDADES DEL CAF<U+FFFD>Volcamiento Caracter<U+FFFD>ticas del Volcamiento"
"361","a1D36000003xo8gEAA","CULTIVO DE CAF<U+FFFD> GENERALIDADES DEL CAF<U+FFFD> TAXONOM<U+FFFD> DEL CAF<U+FFFD>"
"362","a1D36000003xo8hEAA","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Caf<U+FFFD>Descafeinado"
"363","a1D36000003xo8iEAA","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Origen del Caf<U+FFFD>Especial"
"364","a1D36000003xo8jEAA","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Caf<U+FFFD>de Alta Tosti<U+FFFD>"
"365","a1D36000003xo8kEAA","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Caf<U+FFFD> Especiales Caf<U+FFFD>Saborizado"
"366","a1D36000003xo8lEAA","CULTIVO DE CAF<U+FFFD> CAF<U+FFFD> ESPECIALES Sellos de Caf<U+FFFD>Especial en el Mundo Caf<U+FFFD>Especial - Sostenible Caf<U+FFFD>Especial - 4C Caracter<U+FFFD>ticas del caf<U+FFFD>4C"
"367","a1D36000003xo8mEAA","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Uso de Energ<U+FFFD>"
"368","a1D36000003xo8nEAA","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Uso de Energ<U+FFFD>"
"369","a1D36000003xo8oEAA","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Uso de Energ<U+FFFD>"
"370","a1D36000003xo8pEAA","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Variedades"
"371","a1D36000003xo38EAA","CULTIVO DE CAF<U+FFFD> BUENAS PR<U+FFFD>CTICAS AGR<U+FFFD>OLAS BPAs - Definiciones y Conceptos"
"372","a1D36000003xo95EAA","FACTOR DE RENDIMIENTO Calculo del Factor de Rendimiento"
"373","a1D36000003xo96EAA","FACTOR DE RENDIMIENTO Que es el Factor de Rendimiento?"
