"Menu Item ID","Parent 1","Parent 2","Parent 3","Parent 4","Menu Number","Menu Item Number","Levels","Label","Label","Content"
"a1L36000001evZg","Factores limitantes en el desarrollo de la raíz","Raíz.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","M-0000000000","MI-0000000018","5","CULTIVO DE CAFÉ.","Etapa de germinador","Están asociadas principalmente con los daños mecánicos producidos durante el beneficio de la semilla (raíz bifurcada), con la poca aireación del sustrato de germinación debido a su textura inadecuada o por el riego excesivo, siembra demasiado superficial o profunda y el uso inadecuado de agroquímicos para la desinfestación del sustrato. (CENICAFE, 2007)"
"a1L36000001evZl","Factores limitantes en el desarrollo de la raíz","Raíz.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","M-0000000000","MI-0000000019","5","CULTIVO DE CAFÉ.","Etapa de almácigo","El tamaño inadecuado de las bolsas, la poda excesiva de la raíz pivotante en el momento del trasplante, el doblamiento de la raíz en la siembra, el ataque de nematodos, la deficiencia de materia orgánica en el sustrato utilizado para llenar las bolsas y el inadecuado o deficiente manejo cultural. (CENICAFE, 2007)"
"a1L36000001evaK","Factores limitantes en el desarrollo de la raíz","Raíz.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","M-0000000000","MI-0000000026","5","CULTIVO DE CAFÉ.","Riego","La profundidad de la raíz pivotante disminuye por efecto del riego y aumenta como consecuencia de la cobertura. (CENICAFE, 2007)"
"a1L36000001eva5","Factores limitantes en el desarrollo de la raíz","Raíz.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","M-0000000000","MI-0000000023","5","CULTIVO DE CAFÉ.","Enfermedades","Entre las enfermedades que afectan a la raíz se encuentran aquellas causadas por hongos; se destacan la llaga negra causada por Rosellinia bunodes Berk. y Br., y la llaga estrellada, por Rosellinia pepo Berk. y Br. (CENICAFE, 2007)"
"a1L36000001eyv5","Factores que afectan el desarrollo del fruto","Fruto.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","M-0000000000","MI-0000000046","5","CULTIVO DE CAFÉ.","Déficit hídrico","Las deficiencias hídricas tienden a favorecer la floración pero pueden perjudicar el crecimiento vegetativo de la planta y el desarrollo normal del fruto, afectándolo de diferentes formas de acuerdo a la etapa de desarrollo en la cual se encuentre. (CENICAFE, 2007)"
"a1L36000001eyv0","Factores que afectan el desarrollo del fruto","Fruto.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","M-0000000000","MI-0000000045","5","CULTIVO DE CAFÉ.","Colletotrichum sp.","Ocasiona daños en flores en estado de comino y en frutos en todos sus estados. Este hongo produce secamiento y caída de los frutos, y la flor afectada permanece adherida al glomérulo hasta su necrosis total. (CENICAFE, 2007)"
"a1L36000001eyuv","Factores que afectan el desarrollo del fruto","Fruto.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","M-0000000000","MI-0000000044","5","CULTIVO DE CAFÉ.","La mancha de hierro","Afecta hojas, ramas y frutos de todas las variedades de café cultivadas. Los frutos son más susceptibles después del cuarto mes de desarrollo. (CENICAFE, 2007)"
"a1L36000001eyug","Factores que afectan el desarrollo del fruto","Fruto.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","M-0000000000","MI-0000000042","5","CULTIVO DE CAFÉ.","La broca del café","Ocasiona daños en el fruto y la caída de estos cuando son atacados en estados tempranos de desarrollo. Cuando la broca ataca frutos de café de dos meses de edad, más del 50% caen de las ramas y muchos de ellos se tornan de un color característico al de la madurez; pero si el ataque ocurre después de los tres meses de edad la caída de frutos es menor del 23, 5%(CENICAFE, 2007)"
"a1L36000001eyul","Factores que afectan el desarrollo del fruto","Fruto.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","M-0000000000","MI-0000000043","5","CULTIVO DE CAFÉ.","El mal rosado","Esta enfermedad afecta tallos, ramas, hojas y frutos, en los cuales se observa necrosis o muerte de tejidos; los frutos se momifican y caen. (CENICAFE, 2007)"
"a1L36000001eyxQ","Variedades de porte bajo.","Variedades de café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000074","5","CULTIVO DE CAFÉ.","Colombia.","Con atributos agronómicos sobresalientes, buena calidad de la bebida, con amplia adaptación a las condiciones de la caficultura nacional, y además, con resistencia completa e incompleta a la roya del cafeto. (CENICAFE, 2004)"
"a1L36000001eyxL","Variedades de porte bajo.","Variedades de café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000073","5","CULTIVO DE CAFÉ.","Caturra.","Tiene los cogollos de color verde más claro que el resto de las hojas. Las hojas son más redondas que las de Borbón. 

Por el porte bajo de sus plantas permite el establecimiento en altas densidades de siembra, favoreciendo la obtención de mayores producciones por unidad de superficie. Sin embargo, es altamente susceptible a la roya del cafeto y a la enfermedad de las cerezas. (CENICAFE, 2005)"
"a1L36000001eyxG","Variedades de porte bajo.","Variedades de café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000072","5","CULTIVO DE CAFÉ.","Tabí.","Variedad derivada de cruzamientos del Híbrido de Timor con las variedades Típica y Borbón. Grano grande, superior al 80% de café supremo, de excelente calidad. Es ideal para obtención de cafés especiales. Hasta 3. 000 plantas por hectárea. Tiene resistencia incompleta a la roya. (CENICAFE, 2004)"
"a1L36000001eyxV","Variedades de porte bajo.","Variedades de café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000075","5","CULTIVO DE CAFÉ.","Castillo.",""
"a1L36000001eyx1","Variedades de porte alto.","Variedades de café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000069","5","CULTIVO DE CAFÉ.","Maragogipe.","Su altura lo mismo que sus ramas y hojas son mayores que en las variedades Típica y Borbón. No presenta resistencia a la roya. Gran porcentaje de grano supremo o superior. (CENICAFE, 2007)"
"a1L36000001eyww","Variedades de porte alto.","Variedades de café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000068","5","CULTIVO DE CAFÉ.","Borbón.","Crecen hasta 5 metros si no se descopan. La variedad Borbón tiene los cogollos de color verde más claro que las otras hojas. Tiene más ramas que Típica. Las hojas son redondeadas. Produce 30% más que uno de Típica. Es susceptible a la roya. Se siembran hasta 2.500 árboles por hectárea. (CENICAFE, 2004)"
"a1L36000001eywr","Variedades de porte alto.","Variedades de café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000067","5","CULTIVO DE CAFÉ.","Típica.","Crecen hasta 5 metros si no se descopan; tiene las hojas nuevas o cogollo de color bronceado o rojizo. Las hojas son de forma alargada. Es susceptible a la roya. Hasta 2.500 árboles por hectárea. (CENICAFE, 2004)"
"a1L36000001ez97","Tipos de recolección de grano.","Cosecha.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000101","5","CULTIVO DE CAFÉ.","Aroandes  III.","Consiste en el desprendimiento manual de los frutos empleando el dispositivo Aroandes III como dispositivo de asistencia.(CENICAFE, 2008)"
"a1L36000001ez9H","Tipos de recolección de grano.","Cosecha.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000103","5","CULTIVO DE CAFÉ.","Descafe.","Con la herramienta portátil DESCAFE (desgranadora de frutos de CAFÉ) diseñada en Cenicafé se busca desprender frutos de café en forma similar a como la hace el recolector en cosecha manual selectiva, utilizando ruedas dentadas de caucho espumado colocadas en tres ejes de acero distribuidos uniformemente sobre una estructura circular truncada. (CENICAFE, 2006)"
"a1L36000001ez92","Tipos de recolección de grano.","Cosecha.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000100","5","CULTIVO DE CAFÉ.","Recoleccion tradicional.","Consiste en el desprendimiento manual de los frutos y se emplea el recipiente plástico llamado ?coco?, como dispositivo de cosecha.

Un alto porcentaje del café producido en el mundo es cosechado en forma manual."
"a1L36000001ez9W","Tipos de recolección de grano.","Cosecha.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000106","5","CULTIVO DE CAFÉ.","Aspiradora multifuelle.","Estos dispositivos pueden ser empleados para desprender frutos maduros en cosechadoras operadas por el hombre.

La ventosa tipo multifuelle resulta ser la más adecuada para agarrar y desprender frutos maduros de café. 

A este sistema se le pueden dar múltiples aplicaciones. (CENICAFE, 2006)"
"a1L36000001ez9M","Tipos de recolección de grano.","Cosecha.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000104","5","CULTIVO DE CAFÉ.","Raselca II.","Es un dispositivo promisorio para asistir la cosecha manual del café en los pases de mayor flujo de cosecha, en regiones en las cuales en la cosecha principal se recolecta más del 80% de la producción anual.

Se busca desprender frutos maduros en las zonas donde están más concentrados con el fin de incrementar el rendimiento y mejorar la calidad de la recolección. (CENICAFE, 2006)"
"a1L36000001ez9R","Tipos de recolección de grano.","Cosecha.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000105","5","CULTIVO DE CAFÉ.","Cifarelli SC 700.","Obtienen rendimientos efectivos entre 53,1 y 66,7 kg/h, en los cuales se incluye el tiempo empleado en las labores de recuperación del café caído al piso con las mallas, y un porcentaje de frutos inmaduros en la masa cosechada entre 8,6 y 13,1% (CENICAFE, 2006)."
"a1L36000001ez9C","Tipos de recolección de grano.","Cosecha.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000102","5","CULTIVO DE CAFÉ.","Mallas plasticas en piso.","Con el  empleo de mallas se busca disminuir las perdidas y brindar mejores condiciones de trabajo a los operarios, se conservan los indicadores de calidad y eficacia, y se aumenta el indicador de rendimiento, ya que con su uso se pueden obviar algunos movimientos de las manos o micromovimientos en los cuales los recolectores con el método tradicional con canasto invierten demasiado tiempo.(CENICAFE, 2006)"
"a1L36000001ez8Y","Otros.","Competencia del café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000094","5","CULTIVO DE CAFÉ.","Daños a cultivos por fitotoxicidad.","Cuando el manejo químico de las arvenses no se hace técnicamente con las debidas precauciones pueden ocasionarse serios problemas a cultivos, lo que se ve reflejado en la disminución de la producción. (CENICAFE, 2007)"
"a1L36000001ez8T","Otros.","Competencia del café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000093","5","CULTIVO DE CAFÉ.","Disponibilidad hídrica.","En la época de menor disponibilidad hídrica, cuando hay presencia de arvenses entre las calles, los cafetos tienen menor densidad de raíces para extraer el agua, en comparación con aquellos donde se controlaron las arvenses durante este período. Se recomienda cortar las coberturas entre 3 a 5 cm del suelo, especialmente las arvenses de interferencia alta al comienzo de las épocas secas con el fin de contrarrestar la competencia por agua. (CENICAFE, 2007)"
"a1L36000001ez8O","Otros.","Competencia del café.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000092","5","CULTIVO DE CAFÉ.","Fertilidad del suelo.","En suelos de fertilidad baja, la competencia por las arvenses es crítica. Por otra parte, la aplicación de fertilizantes no alcanza los beneficios máximos cuando no se realiza un adecuado manejo de arvenses. (CENICAFE, 2007)"
"a1L36000001eywX","Sombra.","Sitio.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000063","5","CULTIVO DE CAFÉ.","Sombra temporal.","Es el que da sombra durante los primeros años de vida del cafeto. La planta más usada es el plátano, por su rápido crecimiento y su importancia comercial. Se pueden usar plantas leguminosas como el guandul y la crotalaria; se elimina cuando los árboles de sombrío permanente empiecen a dar buena sombra. Tambien se puede usar higuerilla (CENICAFE, 2010)"
"a1L36000001eywN","Sombra.","Sitio.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000061","5","CULTIVO DE CAFÉ.","Generalidades.","Los árboles de sombrío en los cafetales permiten regular la disponibilidad del agua y atenuar los efectos negativos que los períodos prolongados de sequía causan sobre la producción. Además, contribuyen a mantener la fertilidad del suelo, reciclan nutrimentos, aportan gran cantidad de materia orgánica y reducen la erosión. (CENICAFE, 2004)(CENICAFE, 2009)
El nivel medio de sombrío registrado en cada una de las distancias del sistema agroforestal durante tres años mostró que a 6,0 x 6,0 m el porcentaje de sombrío medio fue del 70%, a 9,0 x 9,0 m del 60% y a 12,0 x 12,0 m del 45%. 

Dependiendo de la localidad, el nivel de sombrío óptimo fluctúa entre 35 ? 45%, cuando se emplea una sola especie de árbol y con regulación permanente de la sombra. En Colombia es difícil generalizar y establecer un único patrón de sombra para el café, por lo cual es necesario plantear ajustes en el grado de sombra de acuerdo a la especie de árbol de sombrío, la densidad de siembra del café y a las condiciones de sombrío natural (cobertura por nubosidad), presente en la región. (CENICAFE, 2009)"
"a1L36000001eywS","Sombra.","Sitio.","REQUERIMIENTOS DEL CULTIVO DE CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000062","5","CULTIVO DE CAFÉ.","Sombra permanente.","Es aquel que da sombra durante toda la vida del cafeto. Las plantas usadas en este tipo de sombrío tienen que ser árboles de larga vida y muy altos. Los más comunes son: los guamos, los carboneros, chachafrutos y los nogales. Asi como, cambulo y leucaena. (CENICAFE, 2010)"
"a1L36000000zqMP","Renovación por Poda.","Renovación de Cafetales.","MANEJO Y PRODUCCIÓN.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000128","5","CULTIVO DE CAFÉ.","Renovación por Zoqueo.",""
"a1L36000000zqMK","Renovación por Poda.","Renovación de Cafetales.","MANEJO Y PRODUCCIÓN.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000127","5","CULTIVO DE CAFÉ.","Renovación por Descope.","Consiste en la eliminación o corte de la copa del cafeto. El cafeto se descopa para que no siga creciendo hacia arriba y para que se abra hacia las calles. De esa manera, se logra que haya una abundante ramificación secundaria. No pode por la base las ramas primarias. Debe hacerse lo más alto posible para aprovechar una mayor cantidad de ramas productivas. Prolonga la vida del cafetal y requiere podas permanentes de ramas secundarias y viejas. (CENICAFE, 2004)"
"a1L36000001ezAt","Fertilización Química.","Fertilización.","MANEJO Y PRODUCCIÓN.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000120","5","CULTIVO DE CAFÉ.","Fertilización en Producción.","Simultáneamente con el desarrollo de la cosecha la planta también debe producir nuevo crecimiento de ramas y hojas para las cosechas futuras, razón por la cual los requerimientos nutritivos son mayores durante esta fase. Además del nitrógeno (N) y el fósforo (P) se necesita potasio (K), calcio (Ca), magnesio (Mg), azufre (S) y los microelementos como el boro, zinc, manganeso, cobre, hierro, molibdeno. Las cantidades y fuentes de fertilizante que deben aplicarse dependerán de cada tipo de suelo y la mejor forma de determinarlas es mediante el análisis de suelos. (CENICAFE, 2012)"
"a1L36000001ezAo","Fertilización Química.","Fertilización.","MANEJO Y PRODUCCIÓN.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000119","5","CULTIVO DE CAFÉ.","Fertilización en levante.","En esta etapa hay una demanda alta de nitrógeno y fósforo principalmente, aunque otros nutrimentos pueden ser también necesarios, dependiendo del sitio de cultivo. Las cantidades y fuentes de fertilizante a aplicar dependen de cada tipo de suelo y la mejor forma de determinarlas es mediante el análisis de suelos. Es importante considerar además la dosificación correcta de las cantidades de fertilizante de acuerdo con la edad de la planta para evitar intoxicaciones. (CENICAFE, 2007)"
"a1L36000001ezB8","Fertilización Orgánica.","Fertilización.","MANEJO Y PRODUCCIÓN.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000123","5","CULTIVO DE CAFÉ.","En Almacigos.","En la etapa de almácigo, los principales problemas presentados son: nutrición, mancha de hierro, nematodos, entre otros. Algunos de estos problemas pueden ser controlados con la utilización de materia orgánica para el llenado de bolsas en los almácigos, siendo la principal fuente de esta la pulpa de café descompuesta.(CENICAFE, 2007)"
"a1L36000001ezB3","Fertilización Orgánica.","Fertilización.","MANEJO Y PRODUCCIÓN.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000122","5","CULTIVO DE CAFÉ.","Importante.","Aunque no se conoce a ciencia cierta la naturaleza de los procesos implicados ni las fracciones de M.O. que afectan las propiedades del suelo, es claro que ésta presenta efectos benéficos. 

La materia orgánica da el color oscuro al suelo, como consecuencia del contenido de humus, lo que le permite absorber hasta el 80% de la radiación solar.

La materia orgánica provee de sustancia agregantes del suelo, haciéndolo grumoso, más estable estructuralmente, lo cual ofrece resistencia a la acción degradativa de la lluvia y los vientos.

La materia orgánica aumenta el poder ?Buffer?, es decir, la resistencia contra las variaciones bruscas del pH, lo que es especialmente importante en tierras fertilizadas químicamente.

Es fuente importante de micro y macronutrimentos especialmente N, P, y S, siendo particularmente importante el P orgánico en los suelos ácidos.

Regula los fenómenos de adsorción especialmente la inactivación de plaguicidas.

Provee alimento a los organismos activos en la descomposición, produciendo antibióticos que protegen a las plantas de plagas y enfermedades, contribuyendo a la salud vegetal. Estimula el desarrollo radical y la actividad de los macro y microorganismos del suelo. (CENICAFE, 2007)"
"a1L36000001ezBD","Fertilización Orgánica.","Fertilización.","MANEJO Y PRODUCCIÓN.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000124","5","CULTIVO DE CAFÉ.","Establecimiento y Producción del café.","Con aplicaciones superficiales de 6 a 12 kg de pulpa por planta y por año se obtienen producciones similares que con fertilización química y la aplicación de pulpa dentro del hoyo de siembra solamente es necesaria cuando las deficiencias de materia orgánica así lo indiquen."
"a1L36000001eyub","Fruto.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000041","5","CULTIVO DE CAFÉ.","Factores que afectan el desarrollo del fruto",""
"a1L36000001eyuW","Fruto.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000040","5","CULTIVO DE CAFÉ.","Etapas del fruto","El desarrollo del fruto tiene en promedio una duración de 32 semanas divididas en tres etapas: 
-	Etapa 1. Va desde floración hasta la octava semana, se caracteriza por lento crecimiento del fruto, el cual en su apariencia externa es de color verde, se asemeja a la cabeza de un fosforo, consistencia acuosa. 
-	Etapa 2. Comprende desde la novena hasta la semana 20. Se caracteriza por rápido crecimiento de los frutos. Hasta la semana 17 su consistencia es acuosa, a partir de ese momento empieza a perder el agua y ocurre la formación de semilla. En este momento el fruto es apto para que la broca se establezca. 
-	Etapa 3. Va desde la semana 27 a la 32. Durante esta fase el fruto cambia de color y adquiere su madurez fisiológica. Los frutos están listos para la cosecha y para el ataque de la broca. 
(CENICAFE, 1993)"
"a1L36000001eyvF","Semilla.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000048","5","CULTIVO DE CAFÉ.","Generalidades","Un lote de semilla apto para ser distribuido exige un porcentaje de germinación superior al 90%. El porcentaje medio de humedad es de 11,7%, con variación entre 11,5 y 12,2%, y los porcentajes medios de germinación del 97,6% y 97,2% en húmedo y en seco, respectivamente. En promedio, un kilogramo de semilla de Variedad Castillo contiene aproximadamente 4.700 ± 150 semillas, de las cuales se pueden obtener 4.200 plántulas en el germinador (90% de germinación).
Siempre que se planee el establecimiento de nuevas siembras debe utilizarse la semilla producida por CENICAFE, que es distribuida directamente por los Comités de Cafeteros Departamentales y Municipales. (CENICAFE, 2004)"
"a1L36000001evZb","Raíz.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000017","5","CULTIVO DE CAFÉ.","Factores limitantes en el desarrollo de la raíz",""
"a1L36000001RhYy","Raíz.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000011","5","CULTIVO DE CAFÉ.","Generalidades","Es un órgano de mucha importancia; a través de ella la planta toma el agua y los nutrimentos necesarios para su crecimiento y producción. La raíz hace que el árbol permanezca anclado y en su sitio.

Las raíces vivas son de color café claro en su superficie externa y blancas en su interior. (CENICAFE, 2007)"
"a1L36000001RhZ8","Raíz.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000012","5","CULTIVO DE CAFÉ.","Tipos de raíz",""
"a1L36000001RhYj","Tallo.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000009","5","CULTIVO DE CAFÉ.","Tallo Plagiotrópicos.","Crecen horizontalmente y comprenden las ramas primarias, secundarias y terciarias. (CENICAFE, 2007)"
"a1L36000001RhYe","Tallo.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000008","5","CULTIVO DE CAFÉ.","Tallo Ortotrópicos.","Crecen verticalmente y comprenden el tallo principal y los chupones. (CENICAFE, 2007)"
"a1L36000001eysS","Hojas.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000030","5","CULTIVO DE CAFÉ.","Generalidades","Son órganos en los cuales se realizan los tres procesos fisiológicos más importantes que soportan el crecimiento y desarrollos vegetativo y reproductivo, éstos son: la fotosíntesis, la respiración y la transpiración. También cumplen otras funciones como proteger las yemas, las flores y los frutos, de las condiciones climáticas adversas como el granizo y el exceso de radiación, entre otros. Una hoja sana puede durar en promedio de 10 a 15 meses en un cafetal bajo sombra y de 9 a 14 meses en cafetales a plena exposición solar. (CENICAFE, 2007)"
"a1L36000001eysX","Hojas.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000031","5","CULTIVO DE CAFÉ.","Factores que afectan el desarrollo foliar",""
"a1L36000001eyuM","Flor.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000038","5","CULTIVO DE CAFÉ.","Floración zonas cafeteras","La floracion principal en lo meses de septiembre y octubre se observa principalmente en el sur del pais. Predomina en Nariño, Cauca, Huila, sur del Tolima, centro y sur del Valle del Cauca. 

En los meses de febrero-marzo y agosto-septiembre se presenta en el Valle del cauca, Quindio, Tolima, y centro y sur de Cundinamarca. 

Otro patron de floracion se presenta repartida durante los primeros tres meses del año y van a constituir por lo menos el 75% de la cosecha, es predominante en Risaralda, Caldas, Antioquia, Nrote de Cundinamarca, Boyacá, Santander y Norte de Santander. 

En el Cesar, Magdalena y Guajira los cafetales presentan la tendencia a florecer hacia los meses de marzo y abril. (CENICAFE, 1993)"
"a1L36000001eyuH","Flor.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000037","5","CULTIVO DE CAFÉ.","Generalidades","Las flores del cafeto aparecen en los nudos de las ramas o sea hacia la base de las hojas, en grupos de 4 ó más, sobre un tallito muy corto llamado glomérulo. En la base de cada hoja hay de 3 a 5 glomérulos. (CENICAFE, 1993)"
"a1L36000001eysI","Ramas.","MORFOLOGÍA.","GENERALIDADES DEL CAFÉ.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000028","5","CULTIVO DE CAFÉ.","Generalidades","Se forma un solo par de ramas primarias por nudo. En cada nudo formado en las ramas se desarrollan dos axilas foliares opuestas y en cada una de ellas se originan de 4 a 5 yemas ordenadas en forma lineal, de mayor a menor, razón por la cual se les denomina yemas seriadas (yemas laterales). Estas yemas son de edad desuniforme y dan origen principalmente a flores, en la medida que las condiciones ambientales sean propicias. De cada yema se forman entre 4 y 6 flores, y a este conjunto se le denomina inflorescencia o glomérulo. Aquellas pocas yemas que no alcanzan a diferenciarse en flores, forman ramas secundarias o terciarias, cuando se dan condiciones ambientales poco favorables para la floración. La formación de estas ramas ocurre principalmente en plantas mayores de 15 meses. 

En síntesis, el desarrollo de la parte aérea del cafeto y la producción misma, ocurren a partir de las yemas apicales y axilares del tallo y de las ramas. A partir de estas yemas se forman los nudos, las hojas, las yemas florales y las ramas. La cantidad de nudos y hojas formadas dependen en alto grado de la oferta ambiental (agua, energía y minerales) y que a su vez, son determinantes de la cantidad de la cosecha. (CENICAFE, 2007)"
"a1L36000000zwPn","Tipos de Lavado.","Lavado.","COSECHA y POSCOSECHA.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000249","5","CULTIVO DE CAFÉ.","Lavado en tanque tina.","Se adiciona agua y se agita la masa. Luego se drena el residuo de lavado.

En el segundo y tercer enjuague se echa agua hasta cubrir la masa, y se agita fuertemente. Luego se drena el residuo.

En el cuarto enjuague se echa agua hasta cinco centímetros por encima de la masa de café y se agita para retirar los flotes o granos vanos. Se hace luego el drenaje final y la descarga. Por último, debe lavarse el tanque. 

(CENICAFE, 1997)"
"a1L36000000zwPx","Tipos de Lavado.","Lavado.","COSECHA y POSCOSECHA.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000251","5","CULTIVO DE CAFÉ.","Desmucilaginado mecánico.","El desmucilaginado mecánico realizado con equipos apropiados permite remover rápidamente el mucilago con ventajas sobre la fermentación natural tales como: 

?	Reducción significativa del consumo de agua.
?	Reducción de la contaminación
?	Obtención de mayor cantidad de café seco.
?	Recuperación de más del 50% de guayabas y medias caras.
?	Mayor utilización de los secadores ya que se puede iniciar el secado el mismo día.
?	Reducción significativa de estructuras civiles requeridas para el beneficio."
"a1L36000000zwPs","Tipos de Lavado.","Lavado.","COSECHA y POSCOSECHA.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000250","5","CULTIVO DE CAFÉ.","Hidrociclón.","El hidrociclón, HC, es un dispositivo que permite retirar las impurezas del café con alta eficacia y eficiencia. Los granos se introducen al equipo bajo presión, utilizando una bomba sumergible y forman con el agua una suspensión que rota alrededor del eje longitudinal del HC, formando un remolino exterior descendente que arrastra los granos más densos (café bueno) hacia las paredes hasta evacuarlos por la parte inferior o ápice. (CENICAFE, 1997)

Las partículas de menor densidad (granos verdes, brocados y algunos granos sanos) y de forma aplanada (restos de pulpa) son arrastradas hacia un remolino interior ascendente el cual los descarga en la parte superior o localizador. 

(CENICAFE, 1997)"
"a1L36000000zwQH","Tipos de Secado.","Secado.","COSECHA y POSCOSECHA.","CULTIVO DE CAFÉ.","M-0000000000","MI-0000000255","5","CULTIVO DE CAFÉ.","Secado al Sol.","Se recomienda para fincas con producciones menores de 500 arrobas de café pergamino seco al año. Se realiza en patios de cemento, carros secadores, elbas o casa elbas y marquesinas o secadores parabólicos.
(CENICAFE 2004)

El secado puede hacerse también en carros, que son cajones montados en una estructura de madera o hierro, con pisos de anjeo, madera o esterilla, y techo de zinc. (CENICAFE 2004)

También se utiliza el secador solar parabólico tipo Cenicafé, que es una plancha de cemento cubierta con una estructura de guadua y plástico, que permite la circulación interna del aire. (CENICAFE 2004)"
